[Saturday/June 08/06/2024 19:40:24] /home/mha/Videos/Udemy - React - The Complete Guide 2023 (incl. React Router & Redux) 2023-11/02 - JavaScript Refresher/001 Module Introduction.mp4 | length=109.952 | time=1.9716666666667
[Tuesday/June 11/06/2024 13:55:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-back-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-back.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-front-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-front.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-lower-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-lower.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-raise-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-order-raise.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-rotate-left.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-rotate-right.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-rows.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-stroke-style.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-stroke.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-to-path.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-ungroup-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-ungroup.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-unlocked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-visible.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object_node.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-area-focus-peak-node.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-area-percentage.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-area-stacked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-area.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-bar-percentage.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-bar-stacked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-bar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-line-percentage.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-line-stacked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-line.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-pie.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-polar-stacked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-polar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-ring.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/office-chart-scatter.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/offline-settings.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/offline.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/online.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/open-for-editing.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/output_win.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/overflow-menu.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/package.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/page-2sides.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/page-3sides.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/page-4sides.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/page-simple.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/page-zoom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-gradient-linear.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-gradient-radial.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-none.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-pattern.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-solid.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-swatch.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/paint-unknown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/password-generate.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/password-show-off.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/password-show-on.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-break-apart.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-clip-edit.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-combine.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-cut.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-difference.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-division.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-effect-parameter-next.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-exclusion.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-inset.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-intersection.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-mask-edit.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-mode-bezier.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-mode-polyline-paraxial.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-mode-polyline.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-mode-spiro.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-offset-dynamic.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-offset-linked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-outset.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-reverse.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-simplify.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/path-union.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pattern.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pdf-annotations.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pdflatex.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pdftex.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pentagon-shape.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/photo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/photos-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pixelart-trace.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/player-time.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/player-volume.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/playlist-generator.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/playlist-sort.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/plugins.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/pointer.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/polygon-add-nodes.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/polygon-merge-nodes.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/port.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/postalcode.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/practice-setup.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/practice-start.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/practice-stop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/precondition.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preferences-indicator-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preferences-media-playback-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preferences-other.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:56:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/PrePostCondition.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/presence_away.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/presence_offline.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/presence_online.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/presence_unknown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preview.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preview_math.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/preview_sel.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/primarykey_constraint.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/process-stop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project-development-close-all.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project-development-close.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project-development-new-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project-development.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project-open.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project_add.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project_archive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project_rebuild.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project_remove.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/project_show.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/projectgrep.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/ps2pdf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/qa.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quick.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickopen-class.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickopen-file.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickopen-function.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickopen.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickview.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/quickwizard.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/randomize.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/ratiocrop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/realization.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/rectangle-make-corners-sharp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/rectangle-shape.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/redeyes.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/refactor.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/refreshstructure.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/region.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/relation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/relationship.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/remove-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/remove-link.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/remove.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/removecell.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/repeat.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/resizecol.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:57:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/resizerow.svg | length=0 | time=0
